id,genus,species,collector,number,addcoll,dups,majorarea,minorarea,locnotes,altitude,colldate,latitude,longitude,country,collcite,phenology
1939,Solanum,acaule,"Iltis, HH",1379,"Ugent, D","CUZ, F, K, MO, US, WIS",Puno,Puno,"village of Vilque, 23 km WNW of Puno",3950 m,11-Jan-63,15°46'S,70°15'W,Peru,Iltis & Ugent,fl
1790,Solanum,acaule,"Ochoa, CM",15083,,CUZ,Puno,Sandia,"between cementery pre-inca of Machuticani, near old Patambuco-Sandia Road",3800 m,19-Feb-83,14°18'S,"69°31'60""W",Peru,Ochoa,
1954,Solanum,acaule,"Ochoa, CM",14281,,CUZ,Puno,San Roman,"settlement of Tincopalca, between km 109-111 of Juliaca-Arequipa Road",4050 m,08-Mar-81,"15°51'27""S","70°45'2""W",Peru,Ochoa,
959,Solanum,acroglossum,"Ochoa, CM",11865,,CUZ,Pasco,Daniel A. Carrión,"Shogue, near Antapirca",2800 m,28-Jan-78,10°30'S,75°15'W,Peru,Ochoa,
1901,Solanum,acroscopicum,"Vargas, C",19500,,CUZ,Arequipa,La Unión,hillsides near Cotahuasi in scattered thickets,3400 m,25-Apr-67,"15°12'47""S",72°1'W,Peru,Vargas,fl
862,Solanum,albicans,"Ochoa, CM",13239,,CUZ,Ancash,Aija,"descending from Aija to Ticapampa, on the margins of Aija-Ticapampa Road",3850 m,22-Mar-79,9°45'S,77°27'W,Peru,Ochoa,
876,Solanum,albicans,"Ochoa, CM",15155,,"CUZ, NY",Ancash,Aija,"Sequipoquián, also called Toma de Huarmán, between Wuamanwillca and the lagoon of Huarmán",3900 m,22-Apr-83,"9°49'60""S","77°39'60""W",Peru,Ochoa,
943,Solanum,albicans,"Ochoa, CM",12063,"Salas, A","CUZ, MO",Ancash,Bolognesi,"near la Mina Llipa, Dist. Rajan",3600 m,21-May-78,"10°22'60""S",77°13'W,Peru,Ochoa & Salas,fl
678,Solanum,albicans,"Ochoa, CM",11600,,CUZ,Ancash,Huaraz,"Pampas, in front of Pasto Bueno in puna",4000 m,15-Mar-77,"8°11'60""S",77°54'W,Peru,Ochoa,fr
701,Solanum,albicans,"Ochoa, CM",2539,,CUZ,Ancash,Pallasca,"Labrascocha, jalcas between San Miguel and Conchucos",3900 m,Dec-63,8°22'S,77°39'W,Peru,Ochoa,fr
869,Solanum,albicans,"Ochoa, CM",12089,,"CUZ, US",Ancash,Recuay,Pachacoto Creek along Ticapampa-Carpa Road,3750 m,18-Apr-78,"9°46'60""S","77°22'60""W",Peru,Ochoa,fr
856,Solanum,albicans,"Ochoa, CM",13241,,CUZ,Ancash,Recuay,ascending from Recuay to Aija,3500 m,22-Mar-79,9°43'S,77°28'W,Peru,Ochoa,
544,Solanum,albicans,"Ochoa, CM",2065,,CUZ,Cajamarca,Cajamarca,"between straw fields of jalcas of Atocsaico, in route from Cajamarca to Hacienda Porcón",3450 m,23-May-52,7°6'S,"78°31'60""W",Peru,Ochoa,
633,Solanum,albicans,"Salas, A",7330,"Spooner, DM; Torres Maita, RV; Schüler, K",,La Libertad,Sánchez Carrión,"at a local place called Frailón, 16.8 km NW of Laguna de Toro, on the Huamachuco to Trujillo Road",3840 m,24-Mar-99,"7°54'58""S","78°10'8""W",Peru,Salas et al.,
385,Solanum,albornozii,"Correll, DS",374,"Albornoz, G","K, SUNIV",Azuay,Ñamarín,56 km from Cuenca on road to Loja,3100 m,16-Mar-58,3°24'S,79°6'W,Ecuador,Correll & Albornoz,fl
397,Solanum,albornozii,"Correll, DS",381,"Albornoz, G","K, SUNIV",Loja,Pucashpa,15 km from Loja on road to Catamayo,NA,17-Mar-58,"3°58'60""S","79°16'60""W",Ecuador,Correll & Albornoz,
400,Solanum,albornozii,"Ochoa, CM",11007,"Salas, A","CPUN, PTIS",Loja,Yanacocha,near km 15 on the Loja-Catamayo Road,2700 m,May-76,4°S,"79°13'12""W",Ecuador,Ochoa & Salas,fl
736,Solanum,anamatophilum,"Ochoa, CM",13231,,CUZ,Ancash,Huaylas,between Huaylas and Huallanca,2250 m,21-Mar-79,8°52'S,77°54'W,Peru,Ochoa,fl
178,Solanum,andreanum,"Correll, DS",507,"Estrada, N","K, LL, SUNIV",Nariño,El Espino,1 km N of El Espino,3150 m,09-Apr-58,"0°54'18""N","77°40'55""W",Colombia,Correll & Estrada,fl
173,Solanum,andreanum,"Hawkes, JG",2547,,"K, PTIS",Nariño,Túquerres,"Pasto to Ipiales Road at 103 km from Pasto and 30 km from Túquerres, Finco Chautalán",3150 m,31-Aug-65,"1°4'60""N",77°37'W,Colombia,Hawkes,fl
293,Solanum,andreanum,"Castillo, R",1240,"Pineda, R; López, LE; Spooner, DM","COL, PTIS",Putumayo,Parque Nacional Llanganates,"just E of Río Espinayaco, 21.6 km E of border with Nariño Department, 1.8 km W of town square of Santiago",2180 m,13-Jul-92,"1°8'56""S","77°1'32""W",Colombia,Castillo et al.,
167,Solanum,andreanum,"Hawkes, JG",609,,"COL, K",Putumayo,Santiago,"Santiago and El Encano Road, near Santiago",2600 m,22-Apr-49,1°9'N,77°W,Colombia,Hawkes,fl
152,Solanum,andreanum,"Evans S, R",7639,"Villareal, M",US,Putumayo,Sibundoy,Valle de Sibundoy,2225 m,29-May-46,1°12'N,76°55'W,Colombia,Evans S & Villareal,
368,Solanum,andreanum,"Luteyn, JL",5769,"Lebrón-Luteyn, M","MO, NY",Azuay,Collay Chico,"Gualaceo-Limón Road, 24 km E of Gualaceo",3300 m,18-Apr-78,2°54'S,78°34'W,Ecuador,Luteyn & Lebrón-Luteyn,fr
371,Solanum,andreanum,"Alvarez, A",1479,"Tirado, M","BM, NY",Azuay,Gualaceo,"km 23-25, Cuenca-Gualaceo-Limón Indanza Road",3500 m,10-Jul-95,"3°1'60""S",78°39'W,Ecuador,Alvarez & Tirado,fl
321,Solanum,andreanum,"Spooner, DM",5074,"Castillo, R; López, L","CIP, INIAP, NA, PTIS, QCA",Bolívar,La Magdalena,"farm of Segundo Arévalo, 100 m on W side of La Magdalena to Balsapamba Road, in area of Cochabamba, 6.5 km S of junction of dirt roads on S side of La Magdalena",2830 m,12-May-91,1°40'S,79°6'W,Ecuador,Spooner et al.,fl
324,Solanum,andreanum,"Spooner, DM",5133,"Castillo, R; López, LE",PTIS,Bolívar,Magdalena,"San Miguel de Bolívar, Loma Chuchi, by road to antennas of IETEL station, near El Tambo de Gobierno",3000 m,07-Jun-91,1°42'S,"79°4'48""W",Ecuador,Spooner et al.,fr
349,Solanum,andreanum,"Spooner, DM",5141,"López, L; Calle, R","INIAP, PTIS",Cañar,Arres,"Quebrada Talanquera just S of Cerro Torre, N of San Antonio, on Guayaquil-Cañar Road",NA,16-Jun-91,2°28'S,"78°55'60""W",Ecuador,Spooner et al.,fl
190,Solanum,andreanum,"Spooner, DM",5105,"Castillo, R; López, L","INIAP, PTIS",Carchi,Hacienda Chabayan,"farm of Segundo Javier Oliva Leiton, at Hacienda San José de la Esperanza, about 300 m on S side of dirt road",3400 m,26-May-91,0°39'N,77°55'W,Ecuador,Spooner et al.,
189,Solanum,andreanum,"Hawkes, JG",315,,K,Carchi,Hacienda San Cristóbal,"Páramo de San Gabriel, Cayambe, 25 km on Tulcán to San Gabriel Road",3120 m,31-Jul-48,0°39'N,77°49'W,Ecuador,Hawkes,fl
184,Solanum,andreanum,"Spooner, DM",5100,"Castillo, R; López, LE",PTIS,Carchi,Hacienda San Joaquín,"Tulcán, by houses at Hacienda Troya, 5.8 km E of main road from Tulcán-Quito, less than 1 km S of border with Colombia",3230 m,24-May-91,"0°43'48""N","77°40'48""W",Ecuador,Spooner et al.,fr
332,Solanum,andreanum,"Acosta, M",7183,,F,Chimborazo,Alao,"Cerro Colorado, Kunoyacu, 20 km NNE of Chimborazo on Cerro Colorado to Carihuayrazo Road",3200 m,08-Feb-44,1°54'S,"78°28'60""W",Ecuador,Acosta,fl
347,Solanum,andreanum,"Spooner, DM",5067,"Castillo, R; López, L","CIP, INIAP, NA, PTIS, QCA, WIS",Chimborazo,Joyagshi,"along both sides of upper banks of Río Angas and farther up valley of Quebrada Angas, beginning about 500 m E of railroad tracks in Quebrada Angas",2950 m,10-May-91,"2°22'60""S",78°57'W,Ecuador,Spooner et al.,
262,Solanum,andreanum,"Spooner, DM",5096,"López, L; Estrella, J","PTIS, WIS",Cotopaxi,Chaupi,"in Parque Nacional Cotopaxi, 1.3 km E of center of fenced in deer (venados) enclosure at Estación Boliche",3630 m,21-May-91,"0°46'39""S","78°30'52""W",Ecuador,Spooner et al.,
265,Solanum,andreanum,"Spooner, DM",5095,"López, L; Estrella, J",WIS,Cotopaxi,Hacienda Santa Ana,"in Parque Nacional Cotopaxi, 3.6 km E of northmost park control station off of Quito-Latacunga Road, after right-hand turn past Boliche control station",3550 m,21-May-91,0°37'S,"78°37'60""W",Ecuador,Spooner et al.,fl
268,Solanum,andreanum,"Spooner, DM",5007,"Castillo, R; López, LE",PTIS,Cotopaxi,Latacunga,"on road from Quito to Latacunga, 8.1 km S of Pichincha-Cotopaxi provinces, 5.3 km S from entrance to Cotopaxi National Park, about 60 m E of road",3495 m,19-Apr-91,0°39'S,"78°40'12""W",Ecuador,Spooner et al.,
2025,Solanum,andreanum,"Ochoa, CM",2455,,CPUN,Imbabura,Quishuar,near Yanarumi,3450 m,Mar-63,0°15'N,78°3'W,Ecuador,Ochoa,fl
401,Solanum,andreanum,"Correll, DS",385,"Albornoz, G","K, LL, MO, NY, PTIS, SUNIV, US",Loja,Loja,about 15 km from Loja on road to Zamora,3000 m,17-Mar-58,4°S,79°4'W,Ecuador,Correll & Albornoz,
341,Solanum,andreanum,"Spooner, DM",5156,"Castillo, R; López, L; Guadalupe, E",,Morona-Santiago,Chanalá,"about 5 km NW of San Vincente, on old footpath on S side of Río Upano on way to San Vincente and Nueve de Octubre",2450 m,20-Jun-91,2°12'S,"78°22'60""W",Ecuador,Spooner et al.,fr
253,Solanum,andreanum,"Balslev, H",10314,"Madsen, E",NY,Napo,Baeza,Baeza,2000 m,25-Oct-76,0°28'S,"77°52'60""W",Ecuador,Balslev & Madsen,
257,Solanum,andreanum,"Spooner, DM",5126,"Castillo, R; López, LE","PTIS, WIS",Napo,Consaga,"about 2 hr walk W of Baeza-Tena Road, S of Río Bermejo, on farm of José Guaranda Guambi in Nueva Andalucía de Bermejo",2100 m,02-Jun-91,"0°31'48""S","77°55'12""W",Ecuador,Spooner et al.,
263,Solanum,andreanum,"Boeke, JD",373,"McElroy, J","GH, MO, NY",Napo,Cosanga,stream just S of town,2040 m,01-Dec-76,0°36'S,77°52'W,Ecuador,Boeke & McElroy,
244,Solanum,andreanum,"Spooner, DM",5121,"Castillo, R; López, L","CIP, INIAP, NA, PTIS, QCA, WIS",Napo,Papallacta,"along old Quito-Baeza Road, 8.4 km E of statue of Virgin at crest of Sierra, 6 km W of police control station at Papallacta",3470 m,31-May-91,"0°22'12""S","78°11'6""W",Ecuador,Spooner et al.,
250,Solanum,andreanum,"Holm-Nielsen, LB",27199,"Jaramillo, J; Coello, F; Asanza, E","AAU, BM",Napo,Sumaco,slopes of Guagra Urcu,2750 m,26-Sep-80,0°28'S,77°43'W,Ecuador,Holm-Nielsen et al.,fl
221,Solanum,andreanum,"Spooner, DM",5125,"Castillo, R; López, LE",WIS,Pichincha,Alluriquin,"2.1 km N of Hacienda San Martín, 5.7 km SW of Chiriboga",2070 m,01-Jun-91,"0°13'60""S","78°46'60""W",Ecuador,Spooner et al.,
2026,Solanum,andreanum,"Harling, G",12495,"Andersson, L",GB,Sucumbios,Santa Barbara,Santa Barbara-La Bonita Road,2500 m,05-Mar-74,"0°35'26""N","77°31'10""W",Ecuador,Harling & Andersson,fl
297,Solanum,andreanum,"Ochoa, CM",10990,,"CPUN, PTIS",Tungurahua,Ambato,"right margin of Río Llangahua, on Ambato to Guaranda Road",3550 m,May-76,1°15'S,78°37'W,Ecuador,Ochoa,
301,Solanum,andreanum,"Spooner, DM",5130,"Castillo, R; Tapia, C","PTIS, WIS",Tungurahua,Pallalanga,"30.5 km SE of Ambato on road to Guaranda, beginning at junction of road in Ambato, at Tamboloma",3580 m,05-Jun-91,"1°24'29""S","78°28'15""W",Ecuador,Spooner et al.,fr
1360,Solanum,ayacuchense,"Ochoa, CM",7282,,CUZ,Ayacucho,La Mar,"Tambo, between Tambo and San Miguel",3000 m,10-Feb-75,12°58'S,"73°58'60""W",Peru,Ochoa,fr
721,Solanum,blanco-galdosii,"Salas, A",7343,"Spooner, DM; Torres Maita, RV; Schüler, K","CIP, PTIS",Ancash,Sihuas,"local place called Huanchi, 10 km W of Sihuas, lower slopes of Cerro Santa Rosa",3095 m,29-Mar-99,"8°34'23""S","77°37'34""W",Peru,Salas et al.,fr
709,Solanum,blanco-galdosii,"Salas, A",7339,"Spooner, DM; Torres Maita, RV; Schüler, K","CIP, MOL, PTIS, WAG",La Libertad,Pataz,"local place called Cruz Pata, 2 km S of Huancaspata",3215 m,28-Mar-99,"8°28'12""S","77°17'10""W",Peru,Salas et al.,
2643,Solanum,boliviense,"Okada, KA",4968,"Lucarini, O",BAL,Catamarca,Andalgalá,Capillitas,2800 m,12-Apr-73,27°21'S,66°24'W,Argentina,Okada & Lucarini,
2633,Solanum,boliviense,"Sleumer, H",2517,"Vervoorst, F",LIL,Catamarca,Belén,Río Blanco,2500 m,28-Jan-52,27°33'S,"67°0'60""W",Argentina,Sleumer & Vervoorst,fr
2626,Solanum,boliviense,"Schreiter, R",6200,,LIL,Catamarca,Tinogasta,Reales Blancos,3500 m,04-Feb-30,"28°3'60""S","67°33'60""W",Argentina,Schreiter,fr
2702,Solanum,boliviense,Morello,s.n.,,LIL,Catamarca,Unknown,Toroyacú,0 m,01-Jan-57,"26°30'60""S","66°16'60""W",Argentina,Morello,fr
2638,Solanum,boliviense,"Schickendantz, F",226,,CORD,Catamarca,Unknown,Capillitas,0 m,Mar 1875,27°21'S,66°24'W,Argentina,Schickendantz,fr
2889,Solanum,boliviense,"Hoffmann, W",1629,,BAL,Jujuy,Cochinoca,Sierra de Cochinoca,3650 m,11-Aug-78,22°36'S,"65°48'60""W",Argentina,Hoffmann,fr
2888,Solanum,boliviense,"Venturi, S",9393,,"GH, US",Jujuy,Cochinoca,Abra Pampa,3400 m,17-Feb-29,"22°42'60""S",65°42'W,Argentina,Venturi,fl
2809,Solanum,boliviense,"Hjerting, JP",77,"Petersen, E; Rahn, K",C,Jujuy,Humahuaca,Humahuaca,3600 m,03-Feb-56,23°12'S,"65°20'60""W",Argentina,Hjerting et al.,
2861,Solanum,boliviense,"Hjerting, JP",85,"Petersen, E; Rahn, K",C,Jujuy,Humahuaca,Tres Cruces,3700 m,03-Feb-56,"22°54'60""S","65°34'60""W",Argentina,Hjerting et al.,
2836,Solanum,boliviense,"Hoffmann, W",1601,,BAL,Jujuy,Humahuaca,Cuesta Azul Pampa,3400 m,s.d.,"23°2'24""S","65°14'24""W",Argentina,Hoffmann,
2824,Solanum,boliviense,"Okada, KA",4459,,BAL,Jujuy,Humahuaca,Palca de Aparzo,3800 m,29-Mar-72,23°6'S,"65°5'60""W",Argentina,Okada,fl
2814,Solanum,boliviense,"Okada, KA",4485,,BAL,Jujuy,Humahuaca,Chiquero,4400 m,02-Apr-72,"23°10'12""S",65°3'W,Argentina,Okada,
2806,Solanum,boliviense,"Okada, KA",4510,,BAL,Jujuy,Humahuaca,Sierra Alta,3300 m,03-Apr-72,"23°13'60""S","65°12'60""W",Argentina,Okada,fl
2842,Solanum,boliviense,"Okada, KA",6935,,BAL,Jujuy,Humahuaca,Cuesta Azul Pampa,NA,21-Jan-79,"23°1'12""S",65°15'W,Argentina,Okada,fl
2812,Solanum,boliviense,"Okada, KA",6951,,BAL,Jujuy,Humahuaca,Esquina Blanca,3500 m,23-Jan-79,23°12'S,"65°20'60""W",Argentina,Okada,fr
2858,Solanum,boliviense,"Okada, KA",7411,,BAL,Jujuy,Humahuaca,Chaupi Rodero,3500 m,29-Jan-83,"22°55'60""S",65°18'W,Argentina,Okada,fl
2804,Solanum,boliviense,"Okada, KA",6727,"García, O",BAL,Jujuy,Humahuaca,Pucará,3500 m,15-Apr-78,"23°13'60""S",65°33'W,Argentina,Okada & García,fl
2841,Solanum,boliviense,"Okada, KA",6932,"García, O",BAL,Jujuy,Humahuaca,Cuesta Azul Pampa,NA,21-Jan-79,"23°1'12""S",65°15'W,Argentina,Okada & García,fr
2901,Solanum,boliviense,"Brücher, H",548,"Brücher, O",LL,Jujuy,Rinconada,,3500 m,Mar-55,"22°25'60""S","66°9'60""W",Argentina,Brücher & Brücher,
2872,Solanum,boliviense,"Clausen, AM",1261,"Carranza, AV; Stábile, A",BAL,Jujuy,Rinconada,El Condor,3709 m,01-Apr-01,22°54'S,"66°45'60""W",Argentina,Clausen et al.,
2906,Solanum,boliviense,"Okada, KA",4027,,BAL,Jujuy,Rinconada,Rinconada,4020 m,11-Apr-71,"22°25'60""S","66°9'60""W",Argentina,Okada,fl
3018,Solanum,boliviense,"Okada, KA",3689,,BAL,Jujuy,Santa Catalina,Santa Catalina,3950 m,20-Feb-71,21°57'S,"66°3'60""W",Argentina,Okada,
3020,Solanum,boliviense,"Okada, KA",3706,,BAL,Jujuy,Santa Catalina,Santa Catalina,3895 m,20-Feb-71,21°57'S,"66°3'60""W",Argentina,Okada,fl
3004,Solanum,boliviense,"Okada, KA",3915,,BAL,Jujuy,Santa Catalina,San Francisco,4000 m,06-Apr-71,"22°1'60""S",66°9'W,Argentina,Okada,fl
3013,Solanum,boliviense,"Okada, KA",3916B,,BAL,Jujuy,Santa Catalina,San Francisco,4000 m,06-Apr-71,"22°1'60""S",66°9'W,Argentina,Okada,
3007,Solanum,boliviense,"Okada, KA",3926,, BAL,Jujuy,Santa Catalina,San Francisco,4000 m,06-Apr-71,"22°1'60""S",66°9'W,Argentina,Okada,fr
3008,Solanum,boliviense,"Okada, KA",3930,,BAL,Jujuy,Santa Catalina,San Francisco,4300 m,06-Apr-71,"22°1'60""S",66°9'W,Argentina,Okada,fl
2971,Solanum,boliviense,"Okada, KA",5775,"Bellos, E", BAL,Jujuy,Santa Catalina,Quebrada de Oros,3980 m,19-Apr-74,"22°13'60""S","66°19'60""W",Argentina,Okada & Bellos,fr
2972,Solanum,boliviense,"Okada, KA",5776,"Bellos, E", BAL,Jujuy,Santa Catalina,Quebrada de Oros,3940 m,19-Apr-74,"22°13'60""S","66°19'60""W",Argentina,Okada & Bellos,fl
3023,Solanum,boliviense,"Okada, KA",6702,"Clausen, AM; Montes, L ",BAL,Jujuy,Santa Catalina,Santa Catalina,4000 m,09-Feb-78,21°57'S,"66°3'60""W",Argentina,Okada et al.,
2765,Solanum,boliviense,"Okada, KA",4362,,PTIS,Jujuy,Tilcara,Piedra Rosada,4000 m,21-Mar-72,"23°34'48""S",65°12'W,Argentina,Okada,fr
2749,Solanum,boliviense,"Okada, KA",4373,,BAL,Jujuy,Tilcara,Huairahuasi,3200 m,21-Mar-72,"23°46'60""S","65°9'60""W",Argentina,Okada,fr
2766,Solanum,boliviense,"Okada, KA",4421,," BAL, K",Jujuy,Tilcara,El Angosto,4000 m,24-Mar-72,"23°34'48""S",65°12'W,Argentina,Okada,
2767,Solanum,boliviense,"Okada, KA",4422,,PTIS,Jujuy,Tilcara,El Angosto,4000 m,06-Dec-72,"23°34'48""S",65°12'W,Argentina,Okada,fl
2751,Solanum,boliviense,"Okada, KA",4425,,BAL,Jujuy,Tilcara,El Angosto,4000 m,24-Mar-72,23°44'S,65°15'W,Argentina,Okada,fr
2788,Solanum,boliviense,"Okada, KA",4428,,"BAL, K",Jujuy,Tilcara,La Cueva,3900 m,26-Mar-72,"23°22'60""S","65°31'60""W",Argentina,Okada,
2759,Solanum,boliviense,"Petersen, E",343,"Hjerting, JP","C, K, LIL",Jujuy,Tilcara,Estancia Vieja,3700 m,21-Mar-52,"23°39'60""S","65°9'60""W",Argentina,Petersen & Hjerting,fl
2780,Solanum,boliviense,"Sleumer, H",4112,,"K, LL",Jujuy,Tilcara,Casa Colorada,3850 m,23-Feb-53,"23°33'60""S","65°19'60""W",Argentina,Sleumer,fl
2752,Solanum,boliviense,"Hoffmann, W",1589,,BAL,Jujuy,Tumbaya,Abra Cruz,4270 m,s.d.,"23°43'60""S",65°48'W,Argentina,Hoffmann,fr
2748,Solanum,boliviense,"Hoffmann, W",1590,,BAL,Jujuy,Tumbaya,Abra de Chilcayos,3800 m,s.d.,23°57'S,"65°24'60""W",Argentina,Hoffmann,
2988,Solanum,boliviense,"Cabrera, AL",15358,"Ancibor, E; Ré, R; Torres, A","BAB, LP",Jujuy,Yavi,Cerro Blanco de Toquero,3600 m,21-Feb-63,22°6'S,"65°46'60""W",Argentina,Cabrera et al.,fr
2943,Solanum,boliviense,"Hjerting, JP",113,"Petersen, E; Rahn, K","C, K",Jujuy,Yavi,Cajas,3900 m,06-Feb-56,22°15'S,65°18'W,Argentina,Hjerting et al.,fl
2915,Solanum,boliviense,"Hoffmann, W",1618,,BAL,Jujuy,Yavi,Cóndor,4000 m,1970,"22°22'60""S","65°20'60""W",Argentina,Hoffmann,fl
2991,Solanum,boliviense,"Negritto, M",402,"Barboza, GEE; Chiarini, F; Matesevach, M",CORD,Jujuy,Yavi,La Quiaca,NA,08-Mar-02,22°6'S,"65°36'60""W",Argentina,Negritto et al.,
2975,Solanum,boliviense,"Negritto, M",430,"Barboza, GEE; Chiarini, F; Matesevach, M",CORD,Jujuy,Yavi,Abra de Lizoite,NA,08-Mar-02,"22°12'60""S","65°13'60""W",Argentina,Negritto et al.,fl
2987,Solanum,boliviense,"Okada, KA",3886,,BAL,Jujuy,Yavi,Río Chico,3620 m,04-Apr-71,"22°7'48""S","65°43'48""W",Argentina,Okada,fr
2775,Solanum,boliviense,"Balls, EK",5989,"Gourlay, WB; Hawkes, JG",K,Jujuy,Unknown,Tilcara,3840 m,15-Feb-39,"23°33'60""S","65°21'60""W",Argentina,Balls et al.,fr
2776,Solanum,boliviense,"Balls, EK",5991,"Gourlay, WB; Hawkes, JG",K,Jujuy,Unknown,Tilcara,3840 m,15-Feb-39,"23°33'60""S","65°21'60""W",Argentina,Balls et al.,
2865,Solanum,boliviense,"Correll, DS",665,"Dodds, K; Brücher, H; Paxman, G","K, LL, US",Jujuy,Unknown,Tres Cruces,0 m,25-Feb-60,"22°54'60""S","65°34'60""W",Argentina,Correll et al.,fr
2869,Solanum,boliviense,"Okada, KA",4431,,PTIS,Jujuy,Unknown,La Cueva,3900 m,25-Sep-83,"22°54'60""S","65°21'60""W",Argentina,Okada,fr
2782,Solanum,boliviense,"Okada, KA",4442,,PTIS,Jujuy,Unknown,Casa Colorada,3900 m,15-Sep-83,"23°33'60""S","65°19'60""W",Argentina,Okada,fr
2930,Solanum,boliviense,"Okada, KA",5782,"Bellos, E",PTIS,Jujuy,Unknown,Oros,3940 m,14-Jun-77,"22°15'60""S","66°20'60""W",Argentina,Okada & Bellos,fr
2892,Solanum,boliviense,"Okada, KA",5957,"Bellos, E",PTIS,Jujuy,Unknown,Sierra de Cochinoca,3700 m,08-Apr-83,"22°33'60""S","65°52'60""W",Argentina,Okada & Bellos,
2728,Solanum,boliviense,"Hawkes, JG",3727,"Hjerting, JP; Rahn, K","C, K",Salta,Chicoana,Escoipe,3200 m,05-Mar-66,"25°9'60""S","65°45'60""W",Argentina,Hawkes et al.,fr
2727,Solanum,boliviense,"Okada, KA",7385,,BAL,Salta,Chicoana,Cuesta del Obispo,3500 m,23-Jan-83,"25°9'60""S","65°50'60""W",Argentina,Okada,fr
2717,Solanum,boliviense,"Hawkes, JG",3939,"Hjerting, JP; Rahn, K",K,Salta,Guachipas,Pampa Grande,2650 m,20-Mar-66,"25°49'60""S",65°30'W,Argentina,Hawkes et al.,fl
2883,Solanum,boliviense,"Clausen, AM",676,,BAL,Salta,Iruya,Iruya,2700 m,01-Apr-89,"22°45'60""S","65°13'60""W",Argentina,Clausen,
2846,Solanum,boliviense,"Okada, KA",6669,"Clausen, AM; Montes, L ",BAL,Salta,Iruya,Abra El Condor,3920 m,04-Feb-78,23°S,"64°37'60""W",Argentina,Okada et al.,fr
2926,Solanum,boliviense,"Hjerting, JP",186,"Rahn, K",K,Salta,Santa Victoria,Los Toldos,2900 m,11-Feb-56,22°18'S,"64°40'60""W",Argentina,Hjerting & Rahn,fr
2941,Solanum,boliviense,"Hjerting, JP",193,"Rahn, K","C, K",Salta,Santa Victoria,Cuesta de San José,2650 m,11-Feb-67,"22°15'60""S","64°31'60""W",Argentina,Hjerting & Rahn,fl
2918,Solanum,boliviense,"Hoffmann, W",1851,,"BAL, C",Salta,Santa Victoria,Cajas,3150 m,05-Mar-71,"22°22'60""S","65°16'60""W",Argentina,Hoffmann,
2939,Solanum,boliviense,"Hoffmann, W",1938,,BAL,Salta,Santa Victoria,Abra San José,3100 m,11-Mar-71,"22°15'60""S","64°48'60""W",Argentina,Hoffmann,fr
2933,Solanum,boliviense,"Okada, KA",5819,"Bellos, E",BAL,Salta,Santa Victoria,Lizoite,3900 m,22-Apr-74,"22°15'60""S","65°10'60""W",Argentina,Okada & Bellos,fr
2935,Solanum,boliviense,"Okada, KA",5823,"Bellos, E",BAL,Salta,Santa Victoria,Lizoite,3800 m,22-Apr-74,"22°15'60""S","65°10'60""W",Argentina,Okada & Bellos,fr
2936,Solanum,boliviense,"Okada, KA",5839,"Bellos, E",BAL,Salta,Santa Victoria,Lizoite,3400 m,22-Apr-74,"22°15'60""S","65°10'60""W",Argentina,Okada & Bellos,
2969,Solanum,boliviense,,6231,"Monti, C; Bellos, E; Casino, J",BAL,Salta,Santa Victoria,Santa Victoria,3600 m,20-Apr-76,22°15'S,"64°57'60""W",Argentina,Okada et al.,fl
2898,Solanum,boliviense,"Sleumer, H",3745,,"K, LIL, LL",Salta,Santa Victoria,Mal Paso,3600 m,03-Feb-53,"22°31'60""S","64°40'60""W",Argentina,Sleumer,fl
2959,Solanum,boliviense,"Sleumer, H",4049,,LIL,Salta,Santa Victoria,Rodeopampa,3400 m,17-Feb-53,22°15'S,"65°3'60""W",Argentina,Sleumer,
2921,Solanum,boliviense,"Sleumer, H",4050,,LIL,Salta,Santa Victoria,Mal Paso,3950 m,17-Feb-53,"22°22'60""S","65°16'60""W",Argentina,Sleumer,fr
2964,Solanum,boliviense,"Zardini, EM",1787,"Pochettino, ML; Hurrell, J; Iudica, C; Ramadori, D",MO,Salta,Santa Victoria,Santa Victoria,NA,24-Jan-83,22°15'S,"64°57'60""W",Argentina,Zardini et al.,fr
2966,Solanum,boliviense,"Hawkes, JG",3829,"Hjerting, JP; Rahn, K",C,Salta,Unknown,Santa Victoria,3450 m,13-Mar-66,22°15'S,"64°57'60""W",Argentina,Hawkes et al.,fr
2681,Solanum,boliviense,Anon,s.n.,,SUNIV,Tucumán,Tafí,Tucumán,NA,s.d.,"26°48'60""S","65°12'60""W",Argentina,Anon,fr
2710,Solanum,boliviense,"Barboza, GE",762,"Chiarini, F; Matesevach, M",CORD,Tucumán,Tafí del Valle,El Infiernillo,NA,06-Apr-03,"26°22'60""S",65°57'W,Argentina,Barboza et al.,
2666,Solanum,boliviense,"Barboza, GE",764,"Chiarini, F; Matesevach, M",CORD,Tucumán,Tafí del Valle,El Infiernillo,NA,06-Apr-03,"26°51'60""S","65°40'60""W",Argentina,Barboza et al.,fl
2665,Solanum,boliviense,"Brücher, H",541,"Brücher, O",LL,Tucumán,Tafí del Valle,Tafí del Valle,2500 m,Feb-50,"26°51'60""S","65°40'60""W",Argentina,Brücher & Brücher,fr
2692,Solanum,boliviense,"Clausen, AM",1756,"Stábile, A",BAL,Tucumán,Tafí del Valle,Infiernillo,3042 m,11-Mar-07,"26°44'24""S",65°45'W,Argentina,Clausen & Stábile,fl
